image_id,image_path,grade,sample_id,camera_model,orientation,width,height,aspect_ratio,image_readable,size_quality,color_quality,texture_quality,broken_level,light_berry_level,pinhead_level,foreign_matter_visible,mould_visible,insect_damage_visible
IMGV2_000124,data/raw/berry_images/grade_1/sample_031/20260814_152215.jpg,Grade 1,sample_031,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000125,data/raw/berry_images/grade_1/sample_032/20260814_151336.jpg,Grade 1,sample_032,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000126,data/raw/berry_images/grade_1/sample_032/20260814_151415.jpg,Grade 1,sample_032,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000127,data/raw/berry_images/grade_1/sample_032/20260814_151519.jpg,Grade 1,sample_032,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000128,data/raw/berry_images/grade_1/sample_032/20260814_151654.jpg,Grade 1,sample_032,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000129,data/raw/berry_images/grade_1/sample_033/20260814_150853.jpg,Grade 1,sample_033,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000130,data/raw/berry_images/grade_1/sample_033/20260814_151027.jpg,Grade 1,sample_033,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000131,data/raw/berry_images/grade_1/sample_033/20260814_151109.jpg,Grade 1,sample_033,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000132,data/raw/berry_images/grade_1/sample_033/20260814_151229.jpg,Grade 1,sample_033,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000133,data/raw/berry_images/grade_1/sample_034/20260814_150551.jpg,Grade 1,sample_034,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000134,data/raw/berry_images/grade_1/sample_034/20260814_150625.jpg,Grade 1,sample_034,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000135,data/raw/berry_images/grade_1/sample_034/20260814_150714.jpg,Grade 1,sample_034,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000136,data/raw/berry_images/grade_1/sample_034/20260814_150754.jpg,Grade 1,sample_034,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000137,data/raw/berry_images/grade_1/sample_035/20260814_150253.jpg,Grade 1,sample_035,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000138,data/raw/berry_images/grade_1/sample_035/20260814_150335.jpg,Grade 1,sample_035,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000139,data/raw/berry_images/grade_1/sample_035/20260814_150424.jpg,Grade 1,sample_035,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000140,data/raw/berry_images/grade_1/sample_035/20260814_150511.jpg,Grade 1,sample_035,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000141,data/raw/berry_images/grade_1/sample_036/20260814_150010.jpg,Grade 1,sample_036,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000142,data/raw/berry_images/grade_1/sample_036/20260814_150029.jpg,Grade 1,sample_036,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000143,data/raw/berry_images/grade_1/sample_036/20260814_150119.jpg,Grade 1,sample_036,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000144,data/raw/berry_images/grade_1/sample_036/20260814_150204.jpg,Grade 1,sample_036,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000145,data/raw/berry_images/grade_1/sample_037/20260729_083850.jpg,Grade 1,sample_037,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000146,data/raw/berry_images/grade_1/sample_037/20260729_083937.jpg,Grade 1,sample_037,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000147,data/raw/berry_images/grade_1/sample_037/20260729_084142.jpg,Grade 1,sample_037,samsung SM-A127F,8,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000148,data/raw/berry_images/grade_1/sample_037/20260729_084243.jpg,Grade 1,sample_037,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000149,data/raw/berry_images/grade_1/sample_038/20260729_083334.jpg,Grade 1,sample_038,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000150,data/raw/berry_images/grade_1/sample_038/20260729_083410.jpg,Grade 1,sample_038,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000151,data/raw/berry_images/grade_1/sample_038/20260729_083525.jpg,Grade 1,sample_038,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000152,data/raw/berry_images/grade_1/sample_038/20260729_083554.jpg,Grade 1,sample_038,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000153,data/raw/berry_images/grade_1/sample_039/20260729_082804.jpg,Grade 1,sample_039,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000154,data/raw/berry_images/grade_1/sample_039/20260729_083009.jpg,Grade 1,sample_039,samsung SM-A127F,8,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000155,data/raw/berry_images/grade_1/sample_039/20260729_083128.jpg,Grade 1,sample_039,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000156,data/raw/berry_images/grade_1/sample_039/20260729_083219.jpg,Grade 1,sample_039,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000157,data/raw/berry_images/grade_1/sample_040/20260729_082228.jpg,Grade 1,sample_040,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000158,data/raw/berry_images/grade_1/sample_040/20260729_082252.jpg,Grade 1,sample_040,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000159,data/raw/berry_images/grade_1/sample_040/20260729_082345.jpg,Grade 1,sample_040,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000160,data/raw/berry_images/grade_1/sample_040/20260729_082421.jpg,Grade 1,sample_040,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000161,data/raw/berry_images/grade_1/sample_041/20260729_081637.jpg,Grade 1,sample_041,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000162,data/raw/berry_images/grade_1/sample_041/20260729_081715.jpg,Grade 1,sample_041,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000163,data/raw/berry_images/grade_1/sample_041/20260729_081915.jpg,Grade 1,sample_041,samsung SM-A127F,1,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000164,data/raw/berry_images/grade_1/sample_041/20260729_082001.jpg,Grade 1,sample_041,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000165,data/raw/berry_images/grade_1/sample_042/20260729_081159.jpg,Grade 1,sample_042,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000166,data/raw/berry_images/grade_1/sample_042/20260729_081257.jpg,Grade 1,sample_042,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000167,data/raw/berry_images/grade_1/sample_042/20260729_081404.jpg,Grade 1,sample_042,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000168,data/raw/berry_images/grade_1/sample_042/20260729_081556.jpg,Grade 1,sample_042,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000169,data/raw/berry_images/grade_1/sample_043/20260729_080647.jpg,Grade 1,sample_043,samsung SM-A127F,1,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000170,data/raw/berry_images/grade_1/sample_043/20260729_080730.jpg,Grade 1,sample_043,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000171,data/raw/berry_images/grade_1/sample_043/20260729_080859.jpg,Grade 1,sample_043,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000172,data/raw/berry_images/grade_1/sample_043/20260729_080944.jpg,Grade 1,sample_043,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000173,data/raw/berry_images/grade_1/sample_044/20260729_080436.jpg,Grade 1,sample_044,samsung SM-A127F,1,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000174,data/raw/berry_images/grade_1/sample_044/20260729_080505.jpg,Grade 1,sample_044,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000175,data/raw/berry_images/grade_1/sample_044/20260729_080537.jpg,Grade 1,sample_044,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000176,data/raw/berry_images/grade_1/sample_044/20260729_080615.jpg,Grade 1,sample_044,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000177,data/raw/berry_images/grade_1/sample_045/20260729_080157.jpg,Grade 1,sample_045,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000178,data/raw/berry_images/grade_1/sample_045/20260729_080220.jpg,Grade 1,sample_045,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000179,data/raw/berry_images/grade_1/sample_045/20260729_080310.jpg,Grade 1,sample_045,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000180,data/raw/berry_images/grade_1/sample_045/20260729_080359.jpg,Grade 1,sample_045,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000181,data/raw/berry_images/grade_1/sample_046/20260728_175838.jpg,Grade 1,sample_046,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000182,data/raw/berry_images/grade_1/sample_046/20260728_175905.jpg,Grade 1,sample_046,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000183,data/raw/berry_images/grade_1/sample_046/20260728_175939.jpg,Grade 1,sample_046,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000184,data/raw/berry_images/grade_1/sample_046/20260728_180211.jpg,Grade 1,sample_046,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000185,data/raw/berry_images/grade_1/sample_047/20260728_175207.jpg,Grade 1,sample_047,samsung SM-A127F,8,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000186,data/raw/berry_images/grade_1/sample_047/20260728_175300.jpg,Grade 1,sample_047,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000187,data/raw/berry_images/grade_1/sample_047/20260728_175404.jpg,Grade 1,sample_047,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000188,data/raw/berry_images/grade_1/sample_047/20260728_175537.jpg,Grade 1,sample_047,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000189,data/raw/berry_images/grade_1/sample_048/20260728_174917.jpg,Grade 1,sample_048,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000190,data/raw/berry_images/grade_1/sample_048/20260728_174957.jpg,Grade 1,sample_048,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000191,data/raw/berry_images/grade_1/sample_048/20260728_175055.jpg,Grade 1,sample_048,samsung SM-A127F,8,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000192,data/raw/berry_images/grade_1/sample_048/20260728_175134.jpg,Grade 1,sample_048,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000193,data/raw/berry_images/grade_1/sample_049/20260728_174604.jpg,Grade 1,sample_049,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000194,data/raw/berry_images/grade_1/sample_049/20260728_174651.jpg,Grade 1,sample_049,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000195,data/raw/berry_images/grade_1/sample_049/20260728_174742.jpg,Grade 1,sample_049,samsung SM-A127F,8,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000196,data/raw/berry_images/grade_1/sample_049/20260728_174848.jpg,Grade 1,sample_049,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000197,data/raw/berry_images/grade_1/sample_050/20260728_174218.jpg,Grade 1,sample_050,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000198,data/raw/berry_images/grade_1/sample_050/20260728_174258.jpg,Grade 1,sample_050,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000199,data/raw/berry_images/grade_1/sample_050/20260728_174413.jpg,Grade 1,sample_050,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000200,data/raw/berry_images/grade_1/sample_050/20260728_174527.jpg,Grade 1,sample_050,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000201,data/raw/berry_images/grade_1/sample_051/20260728_173827.jpg,Grade 1,sample_051,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000202,data/raw/berry_images/grade_1/sample_051/20260728_173846.jpg,Grade 1,sample_051,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000203,data/raw/berry_images/grade_1/sample_051/20260728_173936.jpg,Grade 1,sample_051,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000204,data/raw/berry_images/grade_1/sample_051/20260728_174135.jpg,Grade 1,sample_051,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000205,data/raw/berry_images/grade_1/sample_052/20260728_173537.jpg,Grade 1,sample_052,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000206,data/raw/berry_images/grade_1/sample_052/20260728_173615.jpg,Grade 1,sample_052,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000207,data/raw/berry_images/grade_1/sample_052/20260728_173654.jpg,Grade 1,sample_052,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000208,data/raw/berry_images/grade_1/sample_052/20260728_173803.jpg,Grade 1,sample_052,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000209,data/raw/berry_images/grade_1/sample_053/20260728_173325.jpg,Grade 1,sample_053,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000210,data/raw/berry_images/grade_1/sample_053/20260728_173355.jpg,Grade 1,sample_053,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000211,data/raw/berry_images/grade_1/sample_053/20260728_173438.jpg,Grade 1,sample_053,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000212,data/raw/berry_images/grade_1/sample_053/20260728_173505.jpg,Grade 1,sample_053,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000213,data/raw/berry_images/grade_1/sample_054/20260728_173142.jpg,Grade 1,sample_054,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000214,data/raw/berry_images/grade_1/sample_054/20260728_173158.jpg,Grade 1,sample_054,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000215,data/raw/berry_images/grade_1/sample_054/20260728_173223.jpg,Grade 1,sample_054,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000216,data/raw/berry_images/grade_1/sample_054/20260728_173250.jpg,Grade 1,sample_054,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000217,data/raw/berry_images/grade_1/sample_055/20260728_172609.jpg,Grade 1,sample_055,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000218,data/raw/berry_images/grade_1/sample_055/20260728_172804.jpg,Grade 1,sample_055,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000219,data/raw/berry_images/grade_1/sample_055/20260728_172841.jpg,Grade 1,sample_055,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000220,data/raw/berry_images/grade_1/sample_055/20260728_173009.jpg,Grade 1,sample_055,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000221,data/raw/berry_images/grade_1/sample_056/20260728_172407.jpg,Grade 1,sample_056,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000222,data/raw/berry_images/grade_1/sample_056/20260728_172444.jpg,Grade 1,sample_056,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000223,data/raw/berry_images/grade_1/sample_056/20260728_172541.jpg,Grade 1,sample_056,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000224,data/raw/berry_images/grade_1/sample_056/20260728_173125.jpg,Grade 1,sample_056,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000225,data/raw/berry_images/grade_2/sample_001/20260509_002615.jpg,Grade 2,sample_001,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000226,data/raw/berry_images/grade_2/sample_001/20260509_002644.jpg,Grade 2,sample_001,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000227,data/raw/berry_images/grade_2/sample_001/20260509_002710.jpg,Grade 2,sample_001,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000228,data/raw/berry_images/grade_2/sample_001/20260509_002734.jpg,Grade 2,sample_001,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000229,data/raw/berry_images/grade_2/sample_002/20260509_002353.jpg,Grade 2,sample_002,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000230,data/raw/berry_images/grade_2/sample_002/20260509_002440.jpg,Grade 2,sample_002,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000231,data/raw/berry_images/grade_2/sample_002/20260509_002457.jpg,Grade 2,sample_002,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000232,data/raw/berry_images/grade_2/sample_002/20260509_002547.jpg,Grade 2,sample_002,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000233,data/raw/berry_images/grade_2/sample_003/20260509_002205.jpg,Grade 2,sample_003,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000234,data/raw/berry_images/grade_2/sample_003/20260509_002221.jpg,Grade 2,sample_003,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000235,data/raw/berry_images/grade_2/sample_003/20260509_002248.jpg,Grade 2,sample_003,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000236,data/raw/berry_images/grade_2/sample_003/20260509_002305.jpg,Grade 2,sample_003,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000237,data/raw/berry_images/grade_2/sample_004/20260509_002032.jpg,Grade 2,sample_004,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000238,data/raw/berry_images/grade_2/sample_004/20260509_002047.jpg,Grade 2,sample_004,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000239,data/raw/berry_images/grade_2/sample_004/20260509_002109.jpg,Grade 2,sample_004,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000240,data/raw/berry_images/grade_2/sample_004/20260509_002145.jpg,Grade 2,sample_004,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000241,data/raw/berry_images/grade_2/sample_005/20260509_001854.jpg,Grade 2,sample_005,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000242,data/raw/berry_images/grade_2/sample_005/20260509_001911.jpg,Grade 2,sample_005,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000243,data/raw/berry_images/grade_2/sample_005/20260509_001932.jpg,Grade 2,sample_005,samsung SM-A127F,3,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000244,data/raw/berry_images/grade_2/sample_005/20260509_002002.jpg,Grade 2,sample_005,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000245,data/raw/berry_images/grade_2/sample_006/20260509_001725.jpg,Grade 2,sample_006,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000246,data/raw/berry_images/grade_2/sample_006/20260509_001753.jpg,Grade 2,sample_006,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
IMGV2_000247,data/raw/berry_images/grade_2/sample_006/20260509_001812.jpg,Grade 2,sample_006,samsung SM-A127F,6,4000,3000,1.333333,true,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
